segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,city,county,state,postcode,country,country_code
EUXS47I,151225,-33.805627481,18.5472824014,-33.806,18.547,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaf6090>,"{'place_id': 182859271, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 424241610, 'lat': '-33.80604052047953', 'lon': '18.54753614992398', 'display_name': 'N7, Cape Town Ward 104, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Cape Town Ward 104', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8060994', '-33.7961811', '18.5475317', '18.547675']}",N7,Cape Town Ward 104,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
0B0QOEN,151228,-33.9181829221,18.4762523562,-33.918,18.476,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaff190>,"{'place_id': 86227157, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16866258, 'lat': '-33.918038027519984', 'lon': '18.476009108500943', 'display_name': 'Paarden Eiland Road, Paarden Eiland, Cape Town, City of Cape Town, Western Cape, 7295, South Africa', 'address': {'road': 'Paarden Eiland Road', 'suburb': 'Paarden Eiland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7295', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.918069', '-33.9158847', '18.4758798', '18.477651']}",Paarden Eiland Road,Paarden Eiland,Cape Town,City of Cape Town,Western Cape,7295,South Africa,za
F5UCVMI,151231,-34.0441368965,18.7466341372,-34.044,18.747,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaee650>,"{'place_id': 81304447, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288087, 'lat': '-34.0441846921801', 'lon': '18.74697323474651', 'display_name': 'N2, Croydon Olive Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Olive Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0505711', '-34.0432682', '18.7384269', '18.7606813']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
QDRC5UW,151233,-33.8943848368,18.6776867178,-33.894,18.678,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaee9d0>,"{'place_id': 80541025, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317155, 'lat': '-33.89406263236581', 'lon': '18.67762273285584', 'display_name': 'Kuils River Freeway, Cape Town Ward 8, Bellville, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 8', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9012925', '-33.8903779', '18.676203', '18.6777734']}",Kuils River Freeway,Cape Town Ward 8,,City of Cape Town,Western Cape,7580,South Africa,za
XINDPM1,151234,-34.0046213199,18.6416745986,-34.005,18.642,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaee150>,"{'place_id': 80260864, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287786, 'lat': '-34.0049981543414', 'lon': '18.64200072921179', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0205186', '-34.0047463', '18.6413648', '18.6760377']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
H8PYLH4,151238,-34.148024681500004,18.9287058591,-34.148,18.929,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbad3590>,"{'place_id': 198889626, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873812, 'lat': '-34.14793125798626', 'lon': '18.928742568477848', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1482657', '-34.1435959', '18.9286449', '18.9300405']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
X9J910I,151239,-34.146388100500005,18.929118457,-34.146,18.929,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaeea10>,"{'place_id': 198889626, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873812, 'lat': '-34.14612013381302', 'lon': '18.92922990700972', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1482657', '-34.1435959', '18.9286449', '18.9300405']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
MX8CVMX,151240,-34.0055594281,18.6440510883,-34.006,18.644,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbadc1d0>,"{'place_id': 80260864, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287786, 'lat': '-34.00581667482392', 'lon': '18.644072430990374', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0205186', '-34.0047463', '18.6413648', '18.6760377']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
K2E55RT,151246,-33.8183590593,18.5442704004,-33.818,18.544,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbae1a90>,"{'place_id': 183209250, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 421838101, 'lat': '-33.81807634004167', 'lon': '18.54419871386699', 'display_name': 'N7, Richwood, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Richwood', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8290983', '-33.8174743', '18.5399644', '18.54443']}",N7,Richwood,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
0TAWLCK,151248,-33.882064243,18.6741240721,-33.882,18.674,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbae19d0>,"{'place_id': 78993923, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317073, 'lat': '-33.88203103491645', 'lon': '18.673898295957454', 'display_name': 'Kuils River Freeway, Cape Town Ward 3, Bellville, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 3', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8866095', '-33.8792651', '18.6730105', '18.6752709']}",Kuils River Freeway,Cape Town Ward 3,,City of Cape Town,Western Cape,7560,South Africa,za
MTPU2BE,151249,-33.9008394986,18.5106701138,-33.901,18.511,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbac2550>,"{'place_id': 75909816, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6637181688, 'lat': '-33.9013092', 'lon': '18.5115116', 'display_name': 'Century City, Sable Road, Cape Town Ward 56, Cape Town, City of Cape Town, Western Cape, 2251, South Africa', 'address': {'station': 'Century City', 'road': 'Sable Road', 'suburb': 'Cape Town Ward 56', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '2251', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9113092', '-33.8913092', '18.5015116', '18.5215116']}",Sable Road,Cape Town Ward 56,Cape Town,City of Cape Town,Western Cape,2251,South Africa,za
UY59I9M,151250,-33.9575229452,18.547969572,-33.958,18.548,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbae1e10>,"{'place_id': 188034022, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 452883526, 'lat': '-33.95785937502344', 'lon': '18.548042151155762', 'display_name': 'Reserve Peak Street, Cape Town Ward 44, Cape Town, City of Cape Town, Western Cape, 7535, South Africa', 'address': {'road': 'Reserve Peak Street', 'suburb': 'Cape Town Ward 44', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7535', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9584701', '-33.957801', '18.5478474', '18.5495787']}",Reserve Peak Street,Cape Town Ward 44,Cape Town,City of Cape Town,Western Cape,7535,South Africa,za
HM3QRDM,151253,-34.002419537899996,18.6319901773,-34.002,18.632,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbacbdd0>,"{'place_id': 173877677, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 377743476, 'lat': '-34.00205404077471', 'lon': '18.632052472382263', 'display_name': 'Cape Flats Freeway, Cape Town Ward 18, Mitchells Plain, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Cape Flats Freeway', 'suburb': 'Cape Town Ward 18', 'town': 'Mitchells Plain', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0074105', '-34.0015058', '18.6265372', '18.6326171']}",Cape Flats Freeway,Cape Town Ward 18,,City of Cape Town,Western Cape,7100,South Africa,za
5093ZHY,151255,-33.9497439191,18.5104087365,-33.95,18.51,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbacb9d0>,"{'place_id': 94182676, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30285988, 'lat': '-33.94998001948651', 'lon': '18.510000580486956', 'display_name': 'Settlers Way, Kewtown, Cape Town, City of Cape Town, Western Cape, 7450, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Kewtown', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7450', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9500355', '-33.949856', '18.5027175', '18.512321']}",Settlers Way,Kewtown,Cape Town,City of Cape Town,Western Cape,7450,South Africa,za
ON7Z6I0,151256,-34.014670189,18.664028409,-34.015,18.664,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbacb550>,"{'place_id': 80260864, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287786, 'lat': '-34.01495851744675', 'lon': '18.664018897500615', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0205186', '-34.0047463', '18.6413648', '18.6760377']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
GNGA5AC,151257,-33.889926914899995,18.5437292716,-33.89,18.544,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbad4550>,"{'place_id': 201729186, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 540006195, 'lat': '-33.890054780209276', 'lon': '18.543977088483903', 'display_name': 'N1, Montague, Cape Town, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'road': 'N1', 'suburb': 'Montague', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8910244', '-33.8892883', '18.5424117', '18.5478567']}",N1,Montague,Cape Town,City of Cape Town,Western Cape,7460,South Africa,za
UEP9HM4,151260,-34.0244478817,18.6859946191,-34.024,18.686,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbadd950>,"{'place_id': 233751931, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742964865, 'lat': '-34.02439333052801', 'lon': '18.685845061915476', 'display_name': 'N2, Cape Town Ward 93, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 93', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0277316', '-34.0242578', '18.685501', '18.6943118']}",N2,Cape Town Ward 93,,City of Cape Town,Western Cape,7784,South Africa,za
2Q8T4YB,151261,-33.9059597861,18.6732690014,-33.906,18.673,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbadd550>,"{'place_id': 80788754, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317154, 'lat': '-33.906112095262316', 'lon': '18.673191767091584', 'display_name': 'Kuils River Freeway, Cape Town Ward 8, Bellville, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 8', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.908219', '-33.8908756', '18.6719602', '18.6775866']}",Kuils River Freeway,Cape Town Ward 8,,City of Cape Town,Western Cape,7580,South Africa,za
YQCBO2Y,151262,-33.9504029681,18.6583264313,-33.95,18.658,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaeb190>,"{'place_id': 231352652, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 739675462, 'lat': '-33.95003996372831', 'lon': '18.65819749397639', 'display_name': 'Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9542993', '-33.9485805', '18.6573197', '18.6584857']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
3YS1KQ9,151263,-34.0077271488,18.6262228512,-34.008,18.626,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaeb910>,"{'place_id': 217346047, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 651224169, 'lat': '-34.00796519531694', 'lon': '18.625966189757612', 'display_name': 'Cape Flats Freeway, Cape Town Ward 35, Mitchells Plain, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Cape Flats Freeway', 'suburb': 'Cape Town Ward 35', 'town': 'Mitchells Plain', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0119766', '-34.0074105', '18.6218368', '18.6265372']}",Cape Flats Freeway,Cape Town Ward 35,,City of Cape Town,Western Cape,7100,South Africa,za
K2E55RT,151264,-33.8185073166,18.5442143479,-33.819,18.544,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbadde10>,"{'place_id': 185883685, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 449113462, 'lat': '-33.819022176470575', 'lon': '18.544057762494464', 'display_name': 'N7, Richwood, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Richwood', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8413319', '-33.8164932', '18.5354925', '18.5450287']}",N7,Richwood,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
Q03FQ74,151267,-34.088380686,18.8385357241,-34.088,18.839,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaec510>,"{'place_id': 88967271, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 22696693, 'lat': '-34.08787714676868', 'lon': '18.83893587366791', 'display_name': 'Iris Street, Garden Village, Cape Town Ward 84, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'Iris Street', 'neighbourhood': 'Garden Village', 'suburb': 'Cape Town Ward 84', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0879868', '-34.0873906', '18.8387258', '18.839868']}",Iris Street,Cape Town Ward 84,,City of Cape Town,Western Cape,7130,South Africa,za
HSJ0WM7,151269,-33.9885408706,18.6459838166,-33.989,18.646,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaf9410>,"{'place_id': 131555647, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 187742060, 'lat': '-34.000010599999996', 'lon': '18.652973504560617', 'display_name': 'Driftsands Nature Reserve, Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'nature_reserve': 'Driftsands Nature Reserve', 'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0117721', '-33.9882432', '18.637498', '18.6718372']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
5DHNI4S,151272,-33.943702017,18.4826762573,-33.944,18.483,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaf9d50>,"{'place_id': 169785882, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 359665211, 'lat': '-33.94370387599454', 'lon': '18.482981778499582', 'display_name': 'Settlers Way, Mowbray, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Mowbray', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9437138', '-33.9436768', '18.4828205', '18.4834218']}",Settlers Way,Mowbray,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
792705Z,151273,-33.9675962898,18.6545964669,-33.968,18.655,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaeb990>,"{'place_id': 80276901, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317200, 'lat': '-33.96795739300599', 'lon': '18.654786171071315', 'display_name': 'Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0010729', '-33.9549706', '18.6334255', '18.6573727']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
YMQX3CJ,151275,-34.0758188928,18.8198026727,-34.076,18.82,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaf5c10>,"{'place_id': 170114086, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361482187, 'lat': '-34.07601113584003', 'lon': '18.819989943300033', 'display_name': 'N2, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0795649', '-34.0739344', '18.8177053', '18.8239267']}",N2,Cape Town Ward 15,,City of Cape Town,Western Cape,7130,South Africa,za
AEDN7D7,151276,-34.0122017064,18.6216042877,-34.012,18.622,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaf9cd0>,"{'place_id': 82176274, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 5054207, 'lat': '-34.01206319172505', 'lon': '18.622061190998256', 'display_name': 'Cape Flats Freeway, Cape Town Ward 18, Mitchells Plain, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Cape Flats Freeway', 'suburb': 'Cape Town Ward 18', 'town': 'Mitchells Plain', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0165952', '-34.0027157', '18.6158722', '18.6316942']}",Cape Flats Freeway,Cape Town Ward 18,,City of Cape Town,Western Cape,7100,South Africa,za
EZG7A38,151277,-33.9960157228,18.6385783359,-33.996,18.639,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbaf5dd0>,"{'place_id': 131555647, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 187742060, 'lat': '-34.000010599999996', 'lon': '18.652973504560617', 'display_name': 'Driftsands Nature Reserve, Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'nature_reserve': 'Driftsands Nature Reserve', 'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0117721', '-33.9882432', '18.637498', '18.6718372']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
7QBQK9L,151280,-33.9216042324,18.440470416,-33.922,18.44,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdbf950>,"{'place_id': 218493787, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 677837599, 'lat': '-33.92212284037261', 'lon': '18.439965731819562', 'display_name': 'Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7915, South Africa', 'address': {'suburb': 'Cape Town Ward 115', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7915', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9224456', '-33.9220828', '18.4398222', '18.442542']}",,Cape Town Ward 115,Cape Town,City of Cape Town,Western Cape,7915,South Africa,za
1Q44FGG,151291,-33.944771578499996,18.4718949083,-33.945,18.472,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd8c1d0>,"{'place_id': 141002569, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 222569750, 'lat': '-33.94504338871121', 'lon': '18.47201519543741', 'display_name': 'Selborne Road, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7705, South Africa', 'address': {'road': 'Selborne Road', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7705', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9455498', '-33.9448943', '18.4705692', '18.4724409']}",Selborne Road,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7705,South Africa,za
7EHES8A,151292,-33.9650965643,18.5711548464,-33.965,18.571,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd8cd50>,"{'place_id': 79205417, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4267154, 'lat': '-33.9649940833276', 'lon': '18.571004047634723', 'display_name': 'Settlers Way, Cape Town Ward 31, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Cape Town Ward 31', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9658655', '-33.9629127', '18.5663244', '18.5721454']}",Settlers Way,Cape Town Ward 31,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
SE831U7,151294,-33.9830925052,18.6512977053,-33.983,18.651,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd814d0>,"{'place_id': 78994023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317199, 'lat': '-33.983055907570275', 'lon': '18.651103314574314', 'display_name': 'Kuils River Freeway, Cape Town Ward 13, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 13', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9831232', '-33.9654435', '18.6510669', '18.65503']}",Kuils River Freeway,Cape Town Ward 13,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
