segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,town,county,state,postcode,country,country_code
9VXCPYN,141155,-33.9378860711,18.4390713662,-33.938,18.439,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e37d0>,"{'place_id': 93075624, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 26577095, 'lat': '-33.93790381008319', 'lon': '18.439009772255368', 'display_name': 'Philip Kgosana Drive, Zonnebloem, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Philip Kgosana Drive', 'suburb': 'Zonnebloem', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9403262', '-33.9372043', '18.4364426', '18.4514545']}",Philip Kgosana Drive,Zonnebloem,,City of Cape Town,Western Cape,7925,South Africa,za
WHW1BZK,141159,-33.9781308242,18.6524590715,-33.978,18.652,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e36d0>,"{'place_id': 217456065, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 655202579, 'lat': '-33.97828865636459', 'lon': '18.65194169832979', 'display_name': 'Hindle Road, Cape Town Ward 20, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Hindle Road', 'suburb': 'Cape Town Ward 20', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9783401', '-33.9781091', '18.6510527', '18.6521964']}",Hindle Road,Cape Town Ward 20,,City of Cape Town,Western Cape,7100,South Africa,za
K3N8ADC,141187,-34.1276802152,18.8999535516,-34.128,18.9,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e4790>,"{'place_id': 167419064, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 356740851, 'lat': '-34.12775120939882', 'lon': '18.90008352594065', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, 7150, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7150', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1286827', '-34.1258817', '18.894515', '18.9028587']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,7150,South Africa,za
B9V4IAJ,141193,-33.881470541999995,18.6479624797,-33.881,18.648,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e4ed0>,"{'place_id': 91991245, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 29046309, 'lat': '-33.88087366085561', 'lon': '18.64794628414095', 'display_name': 'Heide Street, Cape Town Ward 21, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'Heide Street', 'suburb': 'Cape Town Ward 21', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8811445', '-33.8783342', '18.6457543', '18.6500644']}",Heide Street,Cape Town Ward 21,Bellville,City of Cape Town,Western Cape,7530,South Africa,za
5OV4U4C,141197,-33.8863926507,18.5375120656,-33.886,18.538,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e6750>,"{'place_id': 202381436, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 540052545, 'lat': '-33.88658368864292', 'lon': '18.537700152021063', 'display_name': 'N1, Montague, Cape Town, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'road': 'N1', 'suburb': 'Montague', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.887325', '-33.8863341', '18.5371853', '18.5391432']}",N1,Montague,,City of Cape Town,Western Cape,7460,South Africa,za
YU41XSB,141217,-33.7765760737,18.9561897536,-33.777,18.956,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e62d0>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.77700365976113', 'lon': '18.956002664779124', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
6CP0S10,141272,-34.1500842932,18.93246365,-34.15,18.932,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e8590>,"{'place_id': 161034480, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 313575321, 'lat': '-34.15021245030123', 'lon': '18.932086580773436', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1511395', '-34.1499847', '18.9290208', '18.9335868']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
0ICKV72,141278,-34.0404105158,18.7265534919,-34.04,18.727,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e8b90>,"{'place_id': 232756282, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 747450474, 'lat': '-34.040513294181046', 'lon': '18.726801887688502', 'display_name': 'N2, Cape Town Ward 96, Eersterivier, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 96', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0409912', '-34.0379331', '18.7202293', '18.7280341']}",N2,Cape Town Ward 96,Eersterivier,City of Cape Town,Western Cape,7784,South Africa,za
V4ITGH1,141330,-34.1079585897,18.8604909829,-34.108,18.86,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00ead50>,"{'place_id': 228728048, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 724679529, 'lat': '-34.10873625', 'lon': '18.85939376542192', 'display_name': 'Solomon Qatyana Primary School, Hlathi Street, Cape Town Ward 85, City of Cape Town, Western Cape, 7140, South Africa', 'address': {'school': 'Solomon Qatyana Primary School', 'road': 'Hlathi Street', 'suburb': 'Cape Town Ward 85', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7140', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1095297', '-34.1079024', '18.8582279', '18.8606237']}",Hlathi Street,Cape Town Ward 85,,City of Cape Town,Western Cape,7140,South Africa,za
BUJJNEA,141351,-33.8245910613,18.7749685435,-33.825,18.775,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e89d0>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.8245845859358', 'lon': '18.774885950953884', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
DMGFH2Z,141383,-33.827568247600006,18.7635798328,-33.828,18.764,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00eb550>,"{'place_id': 159354017, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 300415821, 'lat': '-33.828156', 'lon': '18.76397959268244', 'display_name': 'Cape Town Ward 101, Kraaifontein, City of Cape Town, Western Cape, South Africa', 'address': {'suburb': 'Cape Town Ward 101', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8293722', '-33.8268694', '18.7609005', '18.7674985']}",,Cape Town Ward 101,Kraaifontein,City of Cape Town,Western Cape,,South Africa,za
QBSA1OR,141401,-33.727758912199995,19.1203855553,-33.728,19.12,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00eb850>,"{'place_id': 171008300, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 363779506, 'lat': '-33.728056365550025', 'lon': '19.120044310142347', 'display_name': 'N1, Drakenstein Ward 25, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, South Africa', 'address': {'road': 'N1', 'suburb': 'Drakenstein Ward 25', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7300226', '-33.7259126', '19.1181409', '19.1348398']}",N1,Drakenstein Ward 25,,Cape Winelands District Municipality,Western Cape,,South Africa,za
5QTO800,141440,-33.847383939000004,18.7116029743,-33.847,18.712,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00ef710>,"{'place_id': 79876389, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315619, 'lat': '-33.84708188369368', 'lon': '18.71205295295844', 'display_name': 'N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8661784', '-33.8383819', '18.6826362', '18.7258264']}",N1 Freeway,Cape Town Ward 102,Kraaifontein,City of Cape Town,Western Cape,7561,South Africa,za
VTJ1O97,141456,-33.7905386444,18.9125452174,-33.791,18.913,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00ef750>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.79048900006973', 'lon': '18.91289493476058', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
B3XNGYS,141494,-33.8062926194,18.8404297405,-33.806,18.84,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00e66d0>,"{'place_id': 79376577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315620, 'lat': '-33.80620393301311', 'lon': '18.840056966065514', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8382785', '-33.7984726', '18.7260551', '18.8706218']}",N1,Stellenbosch Ward 18,,City of Cape Town,Western Cape,7570,South Africa,za
XBYNXP7,141503,-33.823146752199996,18.7794033861,-33.823,18.779,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00efb90>,"{'place_id': 79376577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315620, 'lat': '-33.82323816144166', 'lon': '18.779066236250348', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8382785', '-33.7984726', '18.7260551', '18.8706218']}",N1,Stellenbosch Ward 18,,City of Cape Town,Western Cape,7570,South Africa,za
BUJJNEA,141504,-33.8255722327,18.7714608141,-33.826,18.771,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f1550>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.825713099913365', 'lon': '18.770918308541404', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
F055OA5,141513,-33.7843844632,18.9415592912,-33.784,18.942,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f1f90>,"{'place_id': 79291804, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4994281, 'lat': '-33.78422946097753', 'lon': '18.941938912916736', 'display_name': 'Suid-Agter-Paarl Road, Drakenstein Ward 1, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'Suid-Agter-Paarl Road', 'suburb': 'Drakenstein Ward 1', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7844743', '-33.7841247', '18.9415454', '18.9428586']}",Suid-Agter-Paarl Road,Drakenstein Ward 1,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
G181X8F,141526,-33.8285473056,18.7610964549,-33.829,18.761,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f33d0>,"{'place_id': 159354017, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 300415821, 'lat': '-33.828156', 'lon': '18.76397959268244', 'display_name': 'Cape Town Ward 101, Kraaifontein, City of Cape Town, Western Cape, South Africa', 'address': {'suburb': 'Cape Town Ward 101', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8293722', '-33.8268694', '18.7609005', '18.7674985']}",,Cape Town Ward 101,Kraaifontein,City of Cape Town,Western Cape,,South Africa,za
QTT8QNT,141530,-33.8257103118,18.7702463306,-33.826,18.77,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f3f10>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.825976484146175', 'lon': '18.769993304134477', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
7YTZ0EM,141582,-33.9540802946,18.5367205892,-33.954,18.537,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f6050>,"{'place_id': 231210920, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 737999750, 'lat': '-33.95407543362726', 'lon': '18.53697502933841', 'display_name': 'Settlers Way, Welcome, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Welcome', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9572399', '-33.9536241', '18.5356116', '18.5469358']}",Settlers Way,Welcome,,City of Cape Town,Western Cape,7455,South Africa,za
8MX4B9C,141643,-33.9104809202,18.4990889961,-33.91,18.499,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f6dd0>,"{'place_id': 168938486, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 359432536, 'lat': '-33.91029404107865', 'lon': '18.499271011498394', 'display_name': 'N1, Cape Town Ward 56, Cape Town, City of Cape Town, Western Cape, 14, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 56', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '14', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9125307', '-33.9093871', '18.4964887', '18.5002551']}",N1,Cape Town Ward 56,,City of Cape Town,Western Cape,14,South Africa,za
WHW1BZK,141670,-33.9795805507,18.6514395444,-33.98,18.651,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f7990>,"{'place_id': 94112116, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32822280, 'lat': '-33.97998011174432', 'lon': '18.651050679955063', 'display_name': 'Amur Road, Cape Town Ward 20, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Amur Road', 'suburb': 'Cape Town Ward 20', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9802738', '-33.9778728', '18.646844', '18.6510608']}",Amur Road,Cape Town Ward 20,,City of Cape Town,Western Cape,7100,South Africa,za
QXDLKB7,141758,-34.059533612399996,18.7957172248,-34.06,18.796,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f7dd0>,"{'place_id': 79214922, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288098, 'lat': '-34.05998643163379', 'lon': '18.796007972358147', 'display_name': 'N2, Marvin Park, Cape Town Ward 109, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Marvin Park', 'suburb': 'Cape Town Ward 109', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0602052', '-34.0584819', '18.7747053', '18.7963803']}",N2,Cape Town Ward 109,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
1K4ZYII,141832,-33.9785287188,18.5832792744,-33.979,18.583,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f9250>,"{'place_id': 109523847, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 103148946, 'lat': '-33.97916557809936', 'lon': '18.582852797513105', 'display_name': 'Cape Town Ward 40, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'suburb': 'Cape Town Ward 40', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9795623', '-33.978382', '18.5819251', '18.5832547']}",,Cape Town Ward 40,,City of Cape Town,Western Cape,7490,South Africa,za
BDDVLQE,141879,-34.0856132387,18.8354310525,-34.086,18.835,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00f9e10>,"{'place_id': 233213582, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 746572906, 'lat': '-34.08637215', 'lon': '18.834121228934404', 'display_name': 'GORDON SEKONDÊR / Hoerskool Gordon / Gordon High School, De Beers Avenue, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'school': 'GORDON SEKONDÊR / Hoerskool Gordon / Gordon High School', 'road': 'De Beers Avenue', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0867543', '-34.0856903', '18.8327088', '18.8349408']}",De Beers Avenue,Cape Town Ward 15,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
VTJ1O97,141893,-33.7908236156,18.9111570406,-33.791,18.911,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00fc190>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.7908835356544', 'lon': '18.9109760540978', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
XHKKOUG,141902,-34.151833149,18.9373126334,-34.152,18.937,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00fce10>,"{'place_id': 198372421, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873783, 'lat': '-34.15172537761701', 'lon': '18.937151574479845', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1530799', '-34.1509274', '18.9357058', '18.9411525']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
7HICT0R,141930,-33.8853068647,18.5833939559,-33.885,18.583,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00fd190>,"{'place_id': 90509973, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 22678511, 'lat': '-33.884754741273106', 'lon': '18.58295820011403', 'display_name': 'Fiona Crescent, Northgate, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'road': 'Fiona Crescent', 'suburb': 'Northgate', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8851071', '-33.8846874', '18.580764', '18.5830501']}",Fiona Crescent,Northgate,Parow,City of Cape Town,Western Cape,7500,South Africa,za
YVR8GT6,141962,-34.1322378931,18.9135902989,-34.132,18.914,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00fdd10>,"{'place_id': 197264011, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873804, 'lat': '-34.13235918026958', 'lon': '18.913879469402822', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, 7150, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7150', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1326505', '-34.131326', '18.9108006', '18.9147476']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,7150,South Africa,za
WO118LR,141998,-33.8464535657,18.5332960366,-33.846,18.533,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00ff810>,"{'place_id': 121697589, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151079872, 'lat': '-33.84615844857426', 'lon': '18.53341841966216', 'display_name': 'N7, Richwood, Cape Town, City of Cape Town, Western Cape, 2251, South Africa', 'address': {'road': 'N7', 'suburb': 'Richwood', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '2251', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8481173', '-33.8355158', '18.5327833', '18.5374987']}",N7,Richwood,,City of Cape Town,Western Cape,2251,South Africa,za
9VXCPYN,142000,-33.9383417127,18.440202898,-33.938,18.44,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00ffcd0>,"{'place_id': 93075624, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 26577095, 'lat': '-33.938057128657384', 'lon': '18.43997666354183', 'display_name': 'Philip Kgosana Drive, Zonnebloem, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Philip Kgosana Drive', 'suburb': 'Zonnebloem', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9403262', '-33.9372043', '18.4364426', '18.4514545']}",Philip Kgosana Drive,Zonnebloem,,City of Cape Town,Western Cape,7925,South Africa,za
